pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,penalty_points,personal_position,collision
Hulkenberg,Sauber,Shanghai,8,141.42638626810336,20,55,33,9,4,1
Alonso,Aston Martin,Budapest,9,147.74594642820153,37,76,13,10,15,1
Lawson,Racing Bulls,Mexico City,20,296.54052691432116,22,28,41,7,14,1
Antonelli,Mercedes,Baku,8,106.67607766262373,86,69,50,0,11,1
Antonelli,Mercedes,Monaco,9,116.59390821942314,12,73,43,3,5,1
Bortoleto,Sauber,Suzuka,3,58.05318315581631,4,46,46,9,20,1
Antonelli,Mercedes,Monza,9,313.94826892506495,13,90,52,0,20,0
Bearman,Haas,Sakhir,28,151.8603297765923,85,58,18,11,17,1
Gasly,Alpine,Spielberg,16,255.72896769492053,58,45,60,2,15,1
Sainz,Williams,Melbourne,25,93.35093448517394,79,48,13,7,5,1
Antonelli,Mercedes,Monza,25,340.6092129151145,92,60,25,7,3,0
Tsunoda,Red Bull Racing,Imola,4,228.2723032139982,30,17,59,2,20,0
Leclerc,Ferrari,Montreal,0,54.463406948658566,9,86,32,6,11,1
Hamilton,Ferrari,Miami,1,149.12986459334633,46,38,36,5,7,1
Tsunoda,Red Bull Racing,Zandvoort,17,243.95849492737324,66,95,64,6,20,1
Alonso,Aston Martin,Budapest,19,198.97722908131075,7,31,62,10,3,0
Tsunoda,Red Bull Racing,Monaco,26,81.96232698128051,93,17,59,4,17,1
Tsunoda,Red Bull Racing,Monaco,29,226.19925573573403,92,92,4,9,14,1
Russel,Mercedes,Budapest,12,169.77666315147272,60,52,41,0,12,0
Alonso,Aston Martin,Montreal,11,142.81766837273736,9,33,36,5,12,1
Ocon,Haas,Sakhir,27,315.82625047828407,16,6,48,7,15,1
Norris,McLaren,Monza,21,340.6963937581903,68,46,60,11,2,0
Russel,Mercedes,Silverstone,23,258.5185779362909,92,98,29,5,16,1
Gasly,Alpine,Barcelona,18,203.6238561368115,6,20,52,0,6,0
Lawson,Racing Bulls,Singapore,12,58.82294409303229,71,79,33,4,19,1
Hulkenberg,Sauber,Mexico City,9,254.58576360481408,7,2,56,10,7,0
Lawson,Racing Bulls,Shanghai,6,174.12476631786458,1,51,37,10,8,0
Russel,Mercedes,Budapest,11,277.743074346279,53,51,3,2,14,0
Albon,Williams,Jeddah,17,131.32373419785756,87,84,22,4,6,1
Hulkenberg,Sauber,Budapest,17,192.88763755455264,90,27,13,11,1,0
Antonelli,Mercedes,Lusail,9,229.6546964351318,98,25,34,9,19,1
Hulkenberg,Sauber,Miami,23,135.00022966339975,34,61,13,0,7,1
Tsunoda,Red Bull Racing,Imola,16,252.97014414542812,11,75,11,7,1,0
Hadjar,Racing Bulls,Singapore,17,217.05562863593155,68,75,22,11,20,1
Gasly,Alpine,Budapest,11,127.53301558817523,36,29,19,0,19,1
Hadjar,Racing Bulls,Zandvoort,3,130.162190530154,54,33,23,0,7,1
Stroll,Aston Martin,Barcelona,26,193.439456847731,8,93,26,10,11,1
Lawson,Racing Bulls,Lusail,24,253.56404787859614,25,30,64,2,6,0
Verstappen,Red Bull,Suzuka,13,235.5058914745959,37,23,29,1,4,0
Albon,Williams,Silverstone,4,300.9578562688189,23,96,11,10,19,1
Stroll,Aston Martin,Imola,2,340.1937789913242,92,66,55,6,2,0
Leclerc,Ferrari,Budapest,26,76.97373732319215,90,63,30,8,3,1
Tsunoda,Red Bull Racing,Las Vegas,28,265.4156031368159,38,8,62,7,11,1
Lawson,Racing Bulls,Barcelona,21,206.31217602176937,6,87,29,4,18,1
Gasly,Alpine,Sao Paulo,8,294.63612252652865,46,43,3,3,16,0
Verstappen,Red Bull,Lusail,23,252.30311734744117,63,93,31,8,6,0
Stroll,Aston Martin,Barcelona,24,295.2938838190547,99,28,8,10,10,0
Antonelli,Mercedes,Jeddah,10,326.9208085152538,15,18,51,7,19,1
Lawson,Racing Bulls,Las Vegas,16,114.67388869146707,58,53,63,4,2,1
Hulkenberg,Sauber,Suzuka,21,238.7782233265819,13,74,22,3,9,0
Bearman,Haas,Singapore,1,68.13043026250982,18,53,23,3,17,1
Stroll,Aston Martin,Jeddah,4,220.29123074654268,21,64,34,2,8,0
Stroll,Aston Martin,Jeddah,3,89.84810311344894,94,79,22,10,16,1
Tsunoda,Red Bull Racing,Spa,4,324.0838071415956,12,62,55,7,9,0
Norris,McLaren,Lusail,2,323.8763789873646,57,33,29,3,3,0
Lawson,Racing Bulls,Sao Paulo,5,303.6020647483192,90,96,64,1,20,0
Leclerc,Ferrari,Montreal,10,144.99265068546913,57,1,2,7,4,1
Leclerc,Ferrari,Budapest,4,227.72386150168245,94,71,34,10,11,1
Verstappen,Red Bull,Jeddah,28,265.95301959005275,61,73,7,10,11,1
Bearman,Haas,Barcelona,3,342.3869320136469,7,31,31,6,6,0
Lawson,Racing Bulls,Sakhir,14,127.87554255687031,90,42,37,3,8,1
Hulkenberg,Sauber,Shanghai,24,163.7172045615331,18,53,17,4,18,1
Ocon,Haas,Mexico City,8,105.74374570976815,2,4,56,4,4,1
Leclerc,Ferrari,Spa,21,290.11638947447557,51,21,11,1,9,0
Gasly,Alpine,Jeddah,14,152.10446361224612,38,13,51,5,12,0
Bearman,Haas,Las Vegas,24,78.60118047358922,54,88,6,7,14,1
Ocon,Haas,Montreal,21,57.888200703825945,99,89,23,3,5,1
Albon,Williams,Spielberg,7,223.86589201146708,30,25,35,11,17,1
Verstappen,Red Bull,Shanghai,0,135.73495612663694,25,37,17,1,11,1
Colapinto,Alpine,Miami,29,91.83133314138837,10,28,36,0,5,1
Lawson,Racing Bulls,Melbourne,0,66.84754182218565,57,49,33,2,19,1
Gasly,Alpine,Spa,22,292.1396265053286,96,54,31,5,14,1
Stroll,Aston Martin,Monza,29,83.80568262377392,12,14,7,10,10,1
Russel,Mercedes,Montreal,16,124.81321460408788,66,70,49,9,17,1
Verstappen,Red Bull,Budapest,13,135.29500245340827,14,57,29,8,10,1
Albon,Williams,Suzuka,6,166.35228705756694,7,23,18,6,1,0
Verstappen,Red Bull,Budapest,5,65.11159832730381,66,2,56,10,7,1
Gasly,Alpine,Budapest,6,112.68932255752524,83,86,36,8,20,1
Leclerc,Ferrari,Lusail,2,138.35178099611727,1,12,17,5,16,1
Alonso,Aston Martin,Imola,14,75.91530155985673,26,73,18,4,8,1
Verstappen,Red Bull,Sao Paulo,11,143.68442271166933,50,97,29,5,12,1
Leclerc,Ferrari,Melbourne,14,72.44333788416546,87,50,27,7,3,1
Stroll,Aston Martin,Barcelona,22,207.4113177079135,44,40,15,1,2,0
Verstappen,Red Bull,Silverstone,5,66.57209662304588,76,89,64,3,19,1
Gasly,Alpine,Monaco,25,119.84819338665028,39,92,50,10,5,1
Hamilton,Ferrari,Mexico City,26,324.5467532937857,5,46,28,3,12,1
Colapinto,Alpine,Barcelona,12,298.1627475390941,83,2,59,8,20,1
Stroll,Aston Martin,Monaco,18,258.03034385765113,68,57,2,6,20,1
Albon,Williams,Baku,8,122.9261767711789,6,97,11,3,12,1
Gasly,Alpine,Spielberg,16,214.00039793425287,46,27,17,10,13,1
Bortoleto,Sauber,Imola,14,281.6973703770491,71,1,3,11,16,1
Hulkenberg,Sauber,Lusail,20,122.66645674134028,72,83,57,6,18,1
Leclerc,Ferrari,Budapest,1,198.44725843550663,24,17,40,5,20,0
Sainz,Williams,Singapore,7,53.44016323989472,27,25,24,4,3,1
Colapinto,Alpine,Austin,1,345.7392224999398,91,91,15,5,6,0
Antonelli,Mercedes,Suzuka,26,287.10309419153367,19,56,57,11,7,1
Sainz,Williams,Zandvoort,17,340.2452357977818,22,10,23,4,13,1
Stroll,Aston Martin,Abu Dhabi,0,190.45291427214468,67,63,29,3,5,0
Norris,McLaren,Melbourne,26,333.0286472170716,10,43,52,10,8,1
Sainz,Williams,Baku,19,146.3353691587508,10,83,10,4,5,1
Stroll,Aston Martin,Budapest,26,97.31018934319324,68,14,35,8,5,1
Antonelli,Mercedes,Baku,0,216.8041599606194,5,89,36,5,5,0
Russel,Mercedes,Sao Paulo,2,87.42333451061593,55,98,1,9,9,1
Stroll,Aston Martin,Jeddah,25,319.19407743457435,66,93,17,7,2,0
Ocon,Haas,Melbourne,6,100.1721312244912,19,82,34,9,2,1
Hadjar,Racing Bulls,Mexico City,21,166.09869038069513,89,92,58,5,3,0
Leclerc,Ferrari,Montreal,26,213.90990033162137,3,7,19,10,13,1
Verstappen,Red Bull,Spa,10,301.0459820608918,79,81,65,5,9,0
Ocon,Haas,Lusail,19,119.17894815664702,41,88,40,2,15,1
Colapinto,Alpine,Spa,13,240.18175860926672,90,85,51,5,10,0
Alonso,Aston Martin,Sakhir,8,349.4754088523525,25,58,47,2,17,0
Gasly,Alpine,Monza,6,315.595711809549,38,78,9,11,17,1
Antonelli,Mercedes,Baku,24,301.90838344537195,59,1,52,7,4,0
Bearman,Haas,Austin,18,293.52658654005154,21,78,57,6,17,1
Bortoleto,Sauber,Miami,19,72.02993348631941,49,63,5,4,14,1
Colapinto,Alpine,Las Vegas,19,249.49626297540067,19,6,24,1,19,1
Piastri,McLaren,Mexico City,27,99.48697835942755,17,62,61,1,18,1
Hadjar,Racing Bulls,Austin,4,57.56748200388638,91,27,53,9,19,1
Hadjar,Racing Bulls,Silverstone,1,261.91724132430613,96,56,43,9,9,0
Verstappen,Red Bull,Miami,24,209.49058068643382,38,60,38,1,17,1
Sainz,Williams,Baku,15,214.93207016190203,92,85,46,8,10,0
Hamilton,Ferrari,Jeddah,10,51.14284005871564,54,27,2,1,18,1
Albon,Williams,Suzuka,8,269.31822002763505,23,68,3,6,14,1
Bearman,Haas,Miami,13,305.0927879322473,98,54,25,10,11,1
Alonso,Aston Martin,Jeddah,11,169.6613587308965,8,2,62,0,19,0
Bearman,Haas,Shanghai,20,234.81302761455515,28,65,34,8,19,1
Antonelli,Mercedes,Montreal,5,73.15988199798515,15,43,13,6,19,1
Ocon,Haas,Sao Paulo,13,77.69305481501203,99,47,57,2,3,1
Tsunoda,Red Bull Racing,Budapest,9,206.4714723812146,76,17,12,10,17,1
Gasly,Alpine,Silverstone,7,342.3689932435549,25,32,27,7,11,1
Antonelli,Mercedes,Sakhir,26,183.9198513324613,27,6,29,7,4,1
Verstappen,Red Bull,Jeddah,0,267.3439085841258,50,6,58,1,3,0
Gasly,Alpine,Budapest,5,187.98444479522698,91,67,30,6,4,0
Hulkenberg,Sauber,Suzuka,5,342.24677377363804,25,31,47,8,8,0
Bortoleto,Sauber,Mexico City,27,309.64097562105917,60,86,6,10,15,1
Gasly,Alpine,Barcelona,15,103.02848115638751,35,45,9,9,3,1
Hadjar,Racing Bulls,Suzuka,11,273.84872701043525,9,91,11,0,1,0
Piastri,McLaren,Singapore,4,257.08054153706865,13,22,40,7,20,1
Lawson,Racing Bulls,Miami,11,114.05440338643655,36,62,18,5,18,1
Gasly,Alpine,Austin,21,106.26381327710271,38,73,48,6,17,1
Ocon,Haas,Sao Paulo,17,307.92372279469635,8,14,44,6,17,1
Hulkenberg,Sauber,Melbourne,12,166.48958804869199,64,98,4,11,13,1
Verstappen,Red Bull,Budapest,25,191.45658049971811,6,39,53,3,20,1
Albon,Williams,Monza,6,245.37227457573925,41,22,30,10,15,1
Russel,Mercedes,Sakhir,18,304.24197482542013,89,4,34,1,12,1
Hadjar,Racing Bulls,Melbourne,16,238.53539304816954,1,39,54,7,4,0
Bortoleto,Sauber,Barcelona,3,192.7059412298429,96,91,15,5,14,0
Bortoleto,Sauber,Montreal,17,78.87015833865654,73,97,62,11,3,1
Leclerc,Ferrari,Spielberg,8,173.49934882889798,29,74,14,11,19,1
Russel,Mercedes,Baku,6,234.44196410668283,57,36,60,8,13,1
Leclerc,Ferrari,Austin,16,221.69990222066897,49,50,11,9,11,1
Colapinto,Alpine,Suzuka,26,111.33262024240439,95,70,9,2,16,1
Stroll,Aston Martin,Abu Dhabi,19,141.5480918969979,14,59,37,2,14,1
Bortoleto,Sauber,Abu Dhabi,27,260.95509827765414,95,13,54,4,17,1
Albon,Williams,Montreal,6,205.19489247168903,30,71,23,6,16,1
Hulkenberg,Sauber,Singapore,22,318.02944752087393,3,52,30,2,18,1
Piastri,McLaren,Monza,2,208.94352138723798,49,36,9,9,8,0
Ocon,Haas,Monza,20,306.0530983594548,79,47,56,2,12,1
Russel,Mercedes,Sakhir,28,145.6442429074698,23,68,36,3,17,1
Verstappen,Red Bull,Spielberg,6,254.03423378404722,62,13,56,7,17,1
Albon,Williams,Sakhir,14,87.21039802911606,45,92,40,3,17,1
Bortoleto,Sauber,Austin,24,347.0794110179778,92,99,2,7,8,0
Colapinto,Alpine,Jeddah,19,275.61385643720865,72,50,4,7,18,1
Hamilton,Ferrari,Imola,2,84.30461238376758,89,33,38,10,7,1
Antonelli,Mercedes,Miami,22,291.9323504798395,59,49,23,6,14,1
Alonso,Aston Martin,Jeddah,10,83.4807083614525,82,61,31,3,12,1
Bortoleto,Sauber,Suzuka,16,296.34940411454585,90,33,22,4,5,0
Antonelli,Mercedes,Miami,2,333.4493884140575,86,29,35,8,13,1
Gasly,Alpine,Sakhir,4,58.970282105407875,26,44,27,8,18,1
Verstappen,Red Bull,Austin,15,140.96267088250818,52,49,28,2,10,1
Tsunoda,Red Bull Racing,Singapore,9,210.59859755005925,84,47,10,11,20,1
Tsunoda,Red Bull Racing,Melbourne,27,270.6870432266178,59,34,45,11,3,1
Lawson,Racing Bulls,Montreal,1,79.80916085283963,26,30,25,5,7,1
Hamilton,Ferrari,Spielberg,3,154.65914213326042,2,81,21,1,20,1
Piastri,McLaren,Austin,24,168.12050163923644,1,60,63,6,18,1
Piastri,McLaren,Imola,24,258.9234719454763,83,75,21,10,4,0
Bortoleto,Sauber,Singapore,6,240.83235635256736,42,34,65,7,19,1
Piastri,McLaren,Mexico City,18,66.60670804477006,91,86,49,5,15,1
Bortoleto,Sauber,Monaco,3,273.59719743631814,42,27,64,0,11,0
Norris,McLaren,Abu Dhabi,15,175.8557039745851,91,94,52,5,17,0
Piastri,McLaren,Sakhir,2,191.61818595649652,97,70,53,7,7,0
Albon,Williams,Zandvoort,18,236.03340585015792,61,61,51,11,9,0
Lawson,Racing Bulls,Sao Paulo,25,232.22118250354308,85,35,51,6,11,1
Tsunoda,Red Bull Racing,Miami,0,237.76145657879272,93,88,23,2,16,0
Verstappen,Red Bull,Singapore,19,275.9239671201349,14,96,11,0,7,0
Stroll,Aston Martin,Lusail,13,59.88775795092798,37,37,10,9,20,1
Antonelli,Mercedes,Sakhir,27,158.15013918661518,57,64,46,7,14,1
Alonso,Aston Martin,Las Vegas,16,325.43169421826434,22,55,42,0,18,1
Ocon,Haas,Las Vegas,20,261.34283358749735,5,5,54,9,7,0
Tsunoda,Red Bull Racing,Mexico City,11,128.56583753633896,46,88,8,0,14,1
Tsunoda,Red Bull Racing,Mexico City,15,218.31020958247112,62,37,43,8,15,1
Colapinto,Alpine,Barcelona,5,78.38123110194626,53,14,17,9,19,1
Hamilton,Ferrari,Sakhir,11,262.41571354147703,45,10,41,3,17,0
Colapinto,Alpine,Austin,2,82.77934810548469,20,32,46,4,11,1
Leclerc,Ferrari,Las Vegas,5,253.63232074336224,21,3,38,8,2,0
Hulkenberg,Sauber,Mexico City,25,104.0362529822019,14,94,3,1,7,1
Alonso,Aston Martin,Melbourne,2,100.09286621266762,25,87,48,8,15,1
Norris,McLaren,Sao Paulo,12,282.126823756315,49,75,26,3,16,0
Bearman,Haas,Abu Dhabi,11,50.955445031706816,76,12,33,5,2,1
Russel,Mercedes,Austin,13,121.26576099856118,77,25,18,7,1,1
Colapinto,Alpine,Monza,20,275.7819273890365,44,50,3,4,11,1
Antonelli,Mercedes,Melbourne,4,285.04097645984893,98,53,20,9,4,0
Bortoleto,Sauber,Silverstone,6,311.27057630511626,6,6,28,10,15,1
Albon,Williams,Zandvoort,26,116.17507026482593,44,83,65,0,8,1
Bortoleto,Sauber,Silverstone,25,56.629937410623256,2,66,1,8,16,1
Verstappen,Red Bull,Spielberg,4,240.14537387078877,19,86,16,6,15,1
Lawson,Racing Bulls,Monza,7,188.23973258902393,63,43,30,1,17,0
Bearman,Haas,Spielberg,26,247.85976290803126,68,75,20,3,15,1
Russel,Mercedes,Baku,6,143.78061854811023,5,74,26,9,2,1
Norris,McLaren,Monza,4,234.59836042278593,36,67,24,3,5,0
Bearman,Haas,Mexico City,1,285.3627752925649,75,82,48,2,12,0
Gasly,Alpine,Shanghai,7,181.6913182586879,7,74,10,7,19,1
Leclerc,Ferrari,Imola,18,57.277249716727574,39,68,57,10,18,1
Albon,Williams,Baku,22,54.21616894581058,6,87,58,5,4,1
Piastri,McLaren,Zandvoort,24,85.72541156348359,72,6,35,3,16,1
Antonelli,Mercedes,Budapest,14,294.36885667657197,48,14,16,6,19,1
Alonso,Aston Martin,Montreal,3,187.9856955079132,28,38,13,9,12,1
Ocon,Haas,Budapest,26,114.77483057871277,96,37,60,4,8,1
Russel,Mercedes,Jeddah,13,159.3258296506476,69,61,60,0,17,0
Tsunoda,Red Bull Racing,Spielberg,3,278.57831391542624,2,17,49,5,12,0
Antonelli,Mercedes,Lusail,27,96.76818689208933,72,51,20,9,20,1
Hadjar,Racing Bulls,Shanghai,0,198.73133519739915,84,79,57,8,13,1
Russel,Mercedes,Barcelona,10,288.30465539451967,48,31,33,9,7,0
Lawson,Racing Bulls,Miami,14,349.57103833095425,27,82,15,11,15,1
Tsunoda,Red Bull Racing,Monza,16,277.75954333610383,87,40,48,5,2,0
Sainz,Williams,Lusail,11,76.66201957413908,83,34,45,0,3,1
Hadjar,Racing Bulls,Imola,11,296.35408980534135,63,64,9,10,10,0
Leclerc,Ferrari,Montreal,22,145.4460545887251,85,32,9,8,17,1
Sainz,Williams,Lusail,5,342.7043396006433,81,90,49,1,13,0
Leclerc,Ferrari,Monza,19,290.5158378284678,62,24,11,5,2,0
Hamilton,Ferrari,Monza,18,159.6548381148362,36,35,60,8,8,0
Gasly,Alpine,Miami,7,250.99700071046254,99,57,6,3,16,0
Hulkenberg,Sauber,Miami,16,205.27749286567385,52,92,65,6,7,0
Norris,McLaren,Monaco,15,111.62017590154008,89,11,39,1,3,1
Colapinto,Alpine,Sao Paulo,25,154.48648899110722,46,62,6,7,9,0
Piastri,McLaren,Baku,27,285.04796073132286,38,77,37,7,10,1
Bortoleto,Sauber,Las Vegas,18,198.256204837956,65,61,33,1,14,1
Piastri,McLaren,Monza,1,170.36180203025506,44,38,55,10,16,1
Leclerc,Ferrari,Austin,11,222.79840686636373,36,81,3,5,13,0
Piastri,McLaren,Montreal,7,246.78650605289448,34,35,1,9,4,0
Ocon,Haas,Sao Paulo,0,104.67172794855861,92,18,46,2,2,1
Ocon,Haas,Jeddah,28,212.18740517180294,46,12,65,7,9,1
Ocon,Haas,Monaco,24,70.53206639711003,76,80,59,4,3,1
Stroll,Aston Martin,Sakhir,9,158.2359928679828,87,84,27,3,3,0
Ocon,Haas,Zandvoort,27,273.12340221919766,57,15,37,5,3,0
Albon,Williams,Lusail,24,342.2968243877002,87,72,3,3,12,1
Colapinto,Alpine,Sakhir,20,129.46634545970264,84,77,65,3,14,1
Piastri,McLaren,Jeddah,9,268.1007019204119,20,24,17,2,18,0
Antonelli,Mercedes,Monaco,0,237.51433777483712,35,74,7,1,9,0
Hulkenberg,Sauber,Melbourne,29,54.495375472889485,94,80,14,6,14,1
Gasly,Alpine,Suzuka,4,169.60026213413664,58,79,41,9,7,0
Stroll,Aston Martin,Silverstone,27,231.2810957210252,42,76,56,1,19,1
Hulkenberg,Sauber,Monaco,24,317.22755718183544,6,46,46,7,7,0
Stroll,Aston Martin,Lusail,5,188.22513288616088,44,43,30,4,3,0
Sainz,Williams,Austin,28,115.33725634552792,87,76,32,6,10,1
Antonelli,Mercedes,Singapore,10,233.2630130187656,47,8,8,11,8,0
Verstappen,Red Bull,Zandvoort,28,280.44155222105843,84,66,47,3,8,0
Ocon,Haas,Montreal,1,125.35517692870175,98,57,14,7,19,1
Piastri,McLaren,Austin,6,173.45492802462942,52,5,10,10,18,1
Ocon,Haas,Budapest,2,186.3473485937284,23,29,13,9,5,0
Bearman,Haas,Imola,3,123.91277362862925,62,57,58,0,6,1
Leclerc,Ferrari,Sakhir,19,113.46996280391696,66,43,15,10,20,1
Bearman,Haas,Las Vegas,4,278.68109978275504,28,84,27,4,18,0
Hulkenberg,Sauber,Sakhir,5,132.29479222707542,44,54,59,7,2,1
Tsunoda,Red Bull Racing,Spielberg,13,187.28177676235376,46,10,8,6,4,0
Bearman,Haas,Montreal,9,324.01900346070295,62,23,24,7,9,0
Norris,McLaren,Suzuka,23,270.98843611309525,47,63,2,11,19,1
Gasly,Alpine,Imola,29,195.75138751198483,85,65,25,7,16,1
Bearman,Haas,Las Vegas,28,61.589284843836566,16,1,59,2,1,1
Bearman,Haas,Las Vegas,2,318.24822252293984,71,69,10,6,16,1
Russel,Mercedes,Monaco,10,100.072333712079,79,62,37,0,5,1
Leclerc,Ferrari,Sao Paulo,17,172.15335325318992,58,78,61,8,10,0
Colapinto,Alpine,Miami,7,58.62135576008761,48,91,62,7,17,1
Sainz,Williams,Mexico City,13,99.53311784293224,59,26,12,8,8,1
Antonelli,Mercedes,Abu Dhabi,28,220.36455681657557,0,22,45,8,6,1
Stroll,Aston Martin,Miami,0,325.3761335426801,38,13,32,8,7,0
Colapinto,Alpine,Zandvoort,8,88.1467202910731,85,73,39,6,3,1
Stroll,Aston Martin,Montreal,20,131.70392422339867,56,81,16,6,7,1
Tsunoda,Red Bull Racing,Sao Paulo,18,215.59668391794116,75,32,64,5,5,0
Ocon,Haas,Sao Paulo,21,122.49343709973441,70,37,14,4,16,1
Bortoleto,Sauber,Miami,27,273.5568083147324,16,9,57,8,18,1
Tsunoda,Red Bull Racing,Silverstone,14,252.75433735985484,60,96,13,4,13,0
Lawson,Racing Bulls,Abu Dhabi,20,227.65489242798682,99,81,52,2,13,1
Gasly,Alpine,Las Vegas,1,254.65066377547174,51,96,32,5,10,0
Lawson,Racing Bulls,Baku,21,344.0651308115966,46,86,40,5,11,1
Norris,McLaren,Miami,17,198.17268991049346,13,73,17,2,6,0
Norris,McLaren,Abu Dhabi,3,112.91929419882449,14,83,37,8,19,1
Bortoleto,Sauber,Barcelona,3,192.7059412298429,96,91,15,5,14,0
Norris,McLaren,Zandvoort,10,344.54982017057597,91,39,33,5,8,0
Colapinto,Alpine,Spa,13,240.18175860926672,90,85,51,5,10,0
Hamilton,Ferrari,Melbourne,20,157.09893520126766,23,67,57,3,7,0
Tsunoda,Red Bull Racing,Austin,9,249.316571466208,17,46,19,5,5,0
Sainz,Williams,Mexico City,0,316.0571126783777,84,57,6,3,8,0
Lawson,Racing Bulls,Lusail,24,253.56404787859614,25,30,64,2,6,0
Albon,Williams,Mexico City,17,177.63981034786838,55,77,24,9,10,0
Stroll,Aston Martin,Shanghai,17,297.6042000260981,81,36,28,8,8,0
Bortoleto,Sauber,Abu Dhabi,13,323.0647578240513,33,13,28,7,3,0
Gasly,Alpine,Baku,19,323.9225903959371,66,31,52,1,8,0
Gasly,Alpine,Barcelona,8,293.35262616146446,34,42,2,0,11,0
Hadjar,Racing Bulls,Melbourne,4,188.18465511663968,4,7,39,11,9,0
Antonelli,Mercedes,Shanghai,15,347.1940888660992,23,46,35,0,19,0
Colapinto,Alpine,Silverstone,13,164.90765896407459,47,21,18,3,18,0
Alonso,Aston Martin,Abu Dhabi,14,217.44631214179617,62,96,44,1,1,0
Hulkenberg,Sauber,Miami,16,205.27749286567385,52,92,65,6,7,0
Tsunoda,Red Bull Racing,Barcelona,19,283.9587671810555,98,4,38,4,3,0
Hamilton,Ferrari,Abu Dhabi,9,286.9819201752789,34,34,44,0,14,0
Russel,Mercedes,Barcelona,3,216.83815845390401,46,68,3,3,15,0
Hadjar,Racing Bulls,Miami,1,271.17931990915173,57,8,15,2,11,0
Hadjar,Racing Bulls,Spielberg,19,195.57227495076756,18,96,32,7,7,0
Gasly,Alpine,Miami,7,250.99700071046254,99,57,6,3,16,0
Bortoleto,Sauber,Spa,3,306.7382340759496,53,24,9,4,7,0
Norris,McLaren,Zandvoort,25,245.08770510978857,7,51,43,4,3,0
Lawson,Racing Bulls,Lusail,24,253.56404787859614,25,30,64,2,6,0
Bearman,Haas,Monaco,11,180.9936289444158,77,55,10,3,7,0
Hadjar,Racing Bulls,Barcelona,22,201.2661866926894,34,95,53,4,2,0
Hulkenberg,Sauber,Las Vegas,19,263.99069131774377,53,70,36,0,6,0
Lawson,Racing Bulls,Sao Paulo,5,303.6020647483192,90,96,64,1,20,0
Hamilton,Ferrari,Montreal,12,322.5774304702516,13,69,37,2,12,0
Hadjar,Racing Bulls,Baku,14,174.51071035282018,29,57,19,5,15,0
Hamilton,Ferrari,Silverstone,6,186.8925251540505,43,16,4,9,1,0
Piastri,McLaren,Mexico City,11,202.08430610488244,93,34,49,2,18,0
Russel,Mercedes,Budapest,12,169.77666315147272,60,52,41,0,12,0
Verstappen,Red Bull,Jeddah,11,290.52271470418646,88,57,38,7,5,0
Hulkenberg,Sauber,Sakhir,2,222.73911295389192,12,3,25,9,7,0
Piastri,McLaren,Lusail,14,306.7206596773299,15,35,20,9,2,0
Lawson,Racing Bulls,Shanghai,6,174.12476631786458,1,51,37,10,8,0
Albon,Williams,Silverstone,12,224.75208991706143,43,5,44,10,3,0
Alonso,Aston Martin,Zandvoort,16,221.3428637244351,82,12,50,8,3,0
Bortoleto,Sauber,Monza,13,343.29674888153136,75,80,57,3,12,0
Stroll,Aston Martin,Miami,0,325.3761335426801,38,13,32,8,7,0
Hadjar,Racing Bulls,Melbourne,16,238.53539304816954,1,39,54,7,4,0
Piastri,McLaren,Monaco,12,195.3547393933554,77,36,58,0,11,0
Hadjar,Racing Bulls,Mexico City,7,221.641643125548,29,79,37,2,16,0
Albon,Williams,Silverstone,12,224.75208991706143,43,5,44,10,3,0
Norris,McLaren,Monaco,3,187.84825119965208,74,45,29,5,1,0
Colapinto,Alpine,Singapore,13,223.86225800171044,55,30,55,8,5,0
Verstappen,Red Bull,Jeddah,11,290.52271470418646,88,57,38,7,5,0
Hulkenberg,Sauber,Austin,6,241.22047694837332,3,22,6,7,5,0
Gasly,Alpine,Suzuka,4,285.6312439997663,16,49,32,3,7,0
Lawson,Racing Bulls,Miami,4,300.6374862616986,91,73,2,5,10,0
Hamilton,Ferrari,Monaco,4,288.5285335313602,50,74,1,1,17,0
Verstappen,Red Bull,Shanghai,22,270.1145650602706,81,16,28,6,7,0
Ocon,Haas,Mexico City,10,313.6741462132087,14,43,22,6,2,0
Hulkenberg,Sauber,Sakhir,2,222.73911295389192,12,3,25,9,7,0
Hulkenberg,Sauber,Las Vegas,19,263.99069131774377,53,70,36,0,6,0
Leclerc,Ferrari,Shanghai,12,202.88012400771984,86,26,32,2,8,0
Colapinto,Alpine,Spa,13,240.18175860926672,90,85,51,5,10,0
Verstappen,Red Bull,Jeddah,11,290.52271470418646,88,57,38,7,5,0
Antonelli,Mercedes,Monaco,0,237.51433777483712,35,74,7,1,9,0
Alonso,Aston Martin,Sakhir,8,349.4754088523525,25,58,47,2,17,0
Norris,McLaren,Suzuka,22,319.23849848588577,44,69,39,5,7,0
Stroll,Aston Martin,Lusail,5,188.22513288616088,44,43,30,4,3,0
Norris,McLaren,Miami,17,198.17268991049346,13,73,17,2,6,0
Stroll,Aston Martin,Melbourne,9,245.9301102691133,88,2,43,5,16,0
Lawson,Racing Bulls,Austin,21,258.29064042609554,32,49,17,9,1,0
Hamilton,Ferrari,Silverstone,6,186.8925251540505,43,16,4,9,1,0
Stroll,Aston Martin,Spielberg,16,151.92781226521444,86,29,22,8,1,0
Sainz,Williams,Baku,1,207.32573744937724,10,38,21,0,1,0
