pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,penalty_points,personal_position,collision
Russel,Mercedes,Melbourne,21,321.6223647029723,15,74,11,10,18,1
Gasly,Alpine,Budapest,21,287.465453677345,67,95,5,1,10,0
Hulkenberg,Sauber,Silverstone,15,175.46770134737662,50,65,65,11,14,1
Lawson,Racing Bulls,Spielberg,29,276.21409745039875,56,81,49,5,9,0
Gasly,Alpine,Mexico City,18,319.72402565582354,99,56,22,7,15,1
Verstappen,Red Bull,Barcelona,26,273.905196618628,0,73,36,2,12,1
Bortoleto,Sauber,Silverstone,20,203.364865954307,76,26,25,2,4,0
Bortoleto,Sauber,Silverstone,19,349.1369874822475,33,19,6,6,8,0
Colapinto,Alpine,Zandvoort,18,223.2486092979189,49,52,51,2,17,1
Ocon,Haas,Jeddah,12,290.6260575792826,77,73,21,9,13,1
Ocon,Haas,Budapest,0,174.19535148639739,90,27,61,2,10,0
Hadjar,Racing Bulls,Lusail,18,56.07943597437502,94,3,28,6,5,1
Bortoleto,Sauber,Las Vegas,13,83.73613121292834,37,17,27,8,16,1
Hulkenberg,Sauber,Monaco,27,144.734126780853,24,87,3,3,17,1
Hulkenberg,Sauber,Monaco,20,139.88871569617663,53,52,57,1,12,1
Albon,Williams,Sao Paulo,2,138.42091914435045,90,0,49,2,8,1
Bearman,Haas,Jeddah,2,194.94555663120013,80,59,53,4,17,0
Verstappen,Red Bull,Austin,12,121.73702144771394,65,14,20,7,1,1
Ocon,Haas,Zandvoort,29,223.20502812486762,27,82,65,0,8,0
Bortoleto,Sauber,Spa,0,231.21448907477344,62,82,61,2,5,0
Hamilton,Ferrari,Monaco,6,315.86489850147257,8,62,20,8,19,1
Hulkenberg,Sauber,Melbourne,18,113.26585284784903,10,3,2,8,17,1
Antonelli,Mercedes,Austin,24,111.25765024815745,13,18,4,2,15,1
Norris,McLaren,Sao Paulo,4,239.87969932261672,57,69,9,11,4,0
Ocon,Haas,Jeddah,9,346.65620740871265,46,49,50,0,18,0
Albon,Williams,Budapest,15,259.3252786828965,92,61,25,5,15,0
Piastri,McLaren,Baku,17,139.79264707812993,18,1,1,0,8,1
Hadjar,Racing Bulls,Budapest,2,176.9236482773199,91,33,24,0,6,0
Alonso,Aston Martin,Sao Paulo,3,100.4563090357607,51,13,56,1,1,1
Hadjar,Racing Bulls,Shanghai,17,188.23860688362453,19,66,2,4,17,1
Gasly,Alpine,Lusail,8,338.3302798736401,97,68,26,1,16,0
Sainz,Williams,Barcelona,4,83.60895277333537,63,69,56,8,20,1
Hamilton,Ferrari,Silverstone,13,273.75673979626185,39,83,29,6,7,0
Bearman,Haas,Spa,14,200.73112005623233,64,53,26,11,3,0
Russel,Mercedes,Shanghai,5,348.04560477530396,47,20,7,7,19,1
Sainz,Williams,Sakhir,0,252.28182396639514,41,70,8,2,11,0
Alonso,Aston Martin,Monaco,5,191.9025112883212,40,46,6,10,5,0
Verstappen,Red Bull,Singapore,6,236.42373534802195,11,17,40,0,13,0
Albon,Williams,Melbourne,23,317.9248113336225,25,46,37,9,9,0
Alonso,Aston Martin,Sakhir,11,125.78844115498984,58,54,58,8,6,1
Russel,Mercedes,Las Vegas,22,83.27796847960752,1,8,31,0,4,1
Albon,Williams,Spa,14,95.25074773387949,60,20,5,10,6,1
Hulkenberg,Sauber,Miami,1,305.8784807000993,68,53,38,2,6,0
Alonso,Aston Martin,Sao Paulo,25,120.93870266555787,72,0,2,0,17,1
Antonelli,Mercedes,Silverstone,15,278.93956905536743,21,60,40,6,2,0
Bearman,Haas,Imola,27,85.62785162717094,85,62,33,2,9,1
Hulkenberg,Sauber,Singapore,19,314.02619656830996,70,15,16,7,4,0
Stroll,Aston Martin,Lusail,7,116.10654361707111,98,92,20,8,5,1
Russel,Mercedes,Mexico City,17,86.46500421721443,80,96,21,8,6,1
Bortoleto,Sauber,Suzuka,13,169.56267064733996,3,55,56,1,9,0
Albon,Williams,Imola,12,347.94167303015615,51,76,55,8,17,1
Bearman,Haas,Spa,24,121.56761941864407,32,47,29,0,4,1
Sainz,Williams,Melbourne,15,71.76509557171158,8,65,23,1,14,1
Lawson,Racing Bulls,Mexico City,14,155.7450658157839,81,34,8,3,18,0
Ocon,Haas,Imola,26,59.915827011810975,22,31,22,1,7,1
Norris,McLaren,Barcelona,18,336.84874321376896,48,42,50,0,1,0
Russel,Mercedes,Miami,20,190.19938763155076,50,24,46,5,14,1
Hadjar,Racing Bulls,Monza,27,159.08657522678473,33,92,49,4,4,0
Hulkenberg,Sauber,Baku,24,64.29183065753446,37,41,13,8,1,1
Russel,Mercedes,Singapore,26,224.4468821664844,75,94,63,3,7,0
Tsunoda,Red Bull Racing,Shanghai,9,329.8449391213023,56,7,43,5,11,0
Antonelli,Mercedes,Monaco,10,346.73020517713513,44,5,43,2,10,0
Stroll,Aston Martin,Singapore,18,117.01271560923556,35,95,28,6,8,1
Alonso,Aston Martin,Lusail,24,288.2242229247753,1,94,52,6,18,1
Colapinto,Alpine,Jeddah,12,89.26810771973679,32,57,50,1,4,1
Hulkenberg,Sauber,Mexico City,15,145.8158075093474,35,16,28,8,4,1
Bearman,Haas,Mexico City,0,281.94404063368785,91,73,5,3,5,0
Leclerc,Ferrari,Spa,1,87.41994843653399,72,82,36,1,14,1
Norris,McLaren,Las Vegas,4,330.91515758327665,53,42,55,11,11,1
Tsunoda,Red Bull Racing,Sakhir,16,338.67001798880284,59,13,35,9,9,0
Russel,Mercedes,Suzuka,8,118.26382852242803,51,86,33,11,12,1
Alonso,Aston Martin,Imola,8,250.5445012731602,97,33,3,4,12,0
Alonso,Aston Martin,Singapore,19,70.8450601053182,3,43,33,4,19,1
Hadjar,Racing Bulls,Sakhir,0,112.34393293789499,67,42,64,1,20,1
Verstappen,Red Bull,Monza,28,331.0701857680248,2,13,56,7,20,1
Piastri,McLaren,Singapore,17,290.61702918025003,83,15,61,11,2,0
Alonso,Aston Martin,Spa,19,105.13532078843623,35,36,42,0,11,1
Verstappen,Red Bull,Lusail,12,174.44092922577087,19,25,60,11,20,1
Russel,Mercedes,Miami,4,117.49547426342492,86,76,11,5,8,1
Alonso,Aston Martin,Spielberg,13,110.23256109030136,98,51,47,5,19,1
Norris,McLaren,Spielberg,2,113.68266194145095,66,4,9,9,2,1
Norris,McLaren,Melbourne,21,159.95802642701622,6,7,22,5,10,0
Bortoleto,Sauber,Zandvoort,1,206.6563556308743,25,4,30,10,17,1
Alonso,Aston Martin,Monaco,3,146.78159428496818,13,32,56,0,4,1
Antonelli,Mercedes,Barcelona,4,279.5202616194345,48,72,6,2,5,0
Lawson,Racing Bulls,Budapest,3,302.42776478134573,27,58,5,1,9,0
Antonelli,Mercedes,Imola,24,168.94118321468642,33,65,46,5,7,0
Russel,Mercedes,Sao Paulo,14,130.0864958068896,34,92,22,2,13,1
Hadjar,Racing Bulls,Sao Paulo,8,332.0139385582521,89,19,65,9,5,0
Bearman,Haas,Spa,9,160.12040132213832,99,4,36,9,1,0
Bortoleto,Sauber,Spa,23,120.3397691313968,27,79,1,2,18,1
Lawson,Racing Bulls,Baku,21,260.3108375968519,28,22,34,1,13,1
Tsunoda,Red Bull Racing,Shanghai,21,325.9191786305149,99,45,14,9,17,1
Colapinto,Alpine,Melbourne,14,331.1428020472048,85,35,6,3,4,0
Lawson,Racing Bulls,Austin,3,306.23626663926206,22,33,26,1,16,0
Bortoleto,Sauber,Sakhir,23,201.08867975950102,97,53,32,4,4,0
Norris,McLaren,Budapest,17,250.00737761494335,99,71,16,4,13,1
Hulkenberg,Sauber,Monaco,28,115.72528459262476,64,88,19,5,18,1
Hamilton,Ferrari,Singapore,16,247.66492533333698,89,7,40,11,1,0
Russel,Mercedes,Baku,29,135.13944158941348,41,28,30,2,13,1
Albon,Williams,Melbourne,26,336.50937056760586,80,26,27,6,5,1
Verstappen,Red Bull,Lusail,19,71.84536383274339,44,69,7,6,11,1
Albon,Williams,Lusail,22,214.4929413834948,59,44,35,1,9,0
Sainz,Williams,Baku,5,54.473634194773254,3,33,24,0,17,1
Stroll,Aston Martin,Zandvoort,5,307.26896431187515,22,26,65,9,12,1
Bortoleto,Sauber,Imola,27,315.71984753774245,5,87,33,3,18,1
Albon,Williams,Sakhir,24,111.59662746445152,68,20,59,7,4,1
Ocon,Haas,Lusail,8,159.25008757244615,65,71,22,6,11,1
Tsunoda,Red Bull Racing,Jeddah,24,153.37448020803683,31,72,18,7,15,1
Albon,Williams,Monaco,7,337.3118956059101,87,18,51,11,11,1
Albon,Williams,Miami,21,68.58247130889337,61,98,3,5,7,1
Sainz,Williams,Singapore,3,310.89270377567044,93,73,60,5,9,0
Tsunoda,Red Bull Racing,Baku,26,97.01389769095218,77,99,51,8,17,1
Stroll,Aston Martin,Sakhir,4,231.94656586664604,49,75,50,10,16,1
Piastri,McLaren,Shanghai,0,111.63529434117847,35,60,15,10,20,1
Stroll,Aston Martin,Imola,23,333.8852281341261,76,78,31,3,10,0
Colapinto,Alpine,Silverstone,15,193.6351515596148,78,23,10,8,7,0
Russel,Mercedes,Sao Paulo,7,244.62713122618277,60,5,61,4,1,0
Piastri,McLaren,Zandvoort,6,117.64337440605432,97,89,37,9,4,1
Hadjar,Racing Bulls,Abu Dhabi,12,183.59661811664412,14,40,27,11,2,0
Tsunoda,Red Bull Racing,Monaco,18,145.09284419577833,55,98,16,5,14,1
Colapinto,Alpine,Zandvoort,22,318.9408677239094,58,84,39,3,2,0
Stroll,Aston Martin,Barcelona,0,290.2752124700459,33,65,20,1,17,0
Hamilton,Ferrari,Silverstone,26,191.46615481440065,88,23,25,7,10,1
Bearman,Haas,Zandvoort,17,166.60871021260684,0,16,7,2,11,1
Alonso,Aston Martin,Baku,5,214.27135434548146,7,88,48,0,16,1
Piastri,McLaren,Sao Paulo,22,219.4184903059011,55,11,49,1,7,0
Stroll,Aston Martin,Montreal,17,158.06197858671845,43,36,37,2,17,1
Russel,Mercedes,Shanghai,13,60.40370221024109,84,63,39,7,4,1
Ocon,Haas,Imola,13,261.85438392777314,78,53,14,7,10,0
Bortoleto,Sauber,Zandvoort,26,223.10352904090212,13,25,20,2,15,1
Stroll,Aston Martin,Budapest,2,322.2472674376761,11,65,38,8,20,1
Colapinto,Alpine,Baku,0,299.0453924995238,19,71,57,9,10,0
Albon,Williams,Lusail,26,62.660703326833676,38,96,3,1,19,1
Albon,Williams,Baku,21,230.7885054426411,88,84,48,5,9,0
Albon,Williams,Barcelona,17,77.32801000430449,51,38,31,2,6,1
Lawson,Racing Bulls,Melbourne,21,225.25422056507708,88,71,10,3,4,0
Norris,McLaren,Abu Dhabi,26,161.9287047235144,45,81,10,11,4,1
Stroll,Aston Martin,Monza,16,319.54900766402744,59,72,59,6,20,1
Verstappen,Red Bull,Austin,10,147.3718639823032,73,6,28,6,4,1
Albon,Williams,Baku,17,108.49242086670576,6,76,30,8,18,1
Tsunoda,Red Bull Racing,Spielberg,15,193.4805809622824,57,2,27,6,3,0
Lawson,Racing Bulls,Montreal,24,307.00587832216445,78,89,31,1,12,1
Bortoleto,Sauber,Budapest,21,147.54517137189885,23,28,33,0,10,1
Hamilton,Ferrari,Mexico City,17,208.02654062571509,57,41,8,8,15,1
Gasly,Alpine,Zandvoort,9,108.7227228347734,13,5,49,2,16,1
Bearman,Haas,Imola,24,59.101139058965416,33,99,48,7,8,1
Norris,McLaren,Sakhir,28,223.52556307377802,51,40,24,8,11,1
Tsunoda,Red Bull Racing,Lusail,12,274.9942006734886,49,82,17,11,10,0
Hamilton,Ferrari,Lusail,0,61.36091201772379,44,76,12,9,1,1
Colapinto,Alpine,Singapore,14,258.78065474215754,51,75,26,0,6,0
Sainz,Williams,Shanghai,19,145.4450645287622,12,35,63,1,17,1
Stroll,Aston Martin,Shanghai,28,153.94111269395663,4,36,43,11,16,1
Hadjar,Racing Bulls,Spa,17,50.67964204973406,22,19,47,11,2,1
Ocon,Haas,Jeddah,21,227.7197066592328,97,93,46,5,18,1
Hadjar,Racing Bulls,Spielberg,16,239.47621506821812,63,2,43,7,15,1
Piastri,McLaren,Monza,19,94.9857348598751,58,26,61,7,13,1
Stroll,Aston Martin,Budapest,28,148.85110211601472,90,56,15,1,7,1
Colapinto,Alpine,Mexico City,20,240.858596721815,49,79,38,7,2,0
Sainz,Williams,Lusail,7,176.26015667142192,52,21,58,3,4,0
Gasly,Alpine,Sao Paulo,6,340.76065001027473,96,13,55,3,9,0
Hamilton,Ferrari,Barcelona,23,271.7042062821811,77,39,33,3,4,0
Leclerc,Ferrari,Spa,1,209.3938505724303,18,10,55,8,10,0
Hamilton,Ferrari,Las Vegas,4,270.617845184644,3,91,21,5,16,1
Verstappen,Red Bull,Silverstone,4,72.79444725196458,87,21,2,4,4,1
Norris,McLaren,Melbourne,25,154.42625410664763,94,73,1,7,1,0
Gasly,Alpine,Suzuka,9,103.11629346224525,96,56,35,9,14,1
Hulkenberg,Sauber,Shanghai,24,123.01215572748224,3,49,33,3,10,1
Tsunoda,Red Bull Racing,Baku,28,53.503048662376365,10,46,23,3,16,1
Hulkenberg,Sauber,Spielberg,2,277.8712378827918,42,75,39,4,8,0
Leclerc,Ferrari,Monaco,29,160.72842588257546,68,38,52,11,15,1
Gasly,Alpine,Baku,29,198.62272682417938,2,5,60,1,12,1
Hadjar,Racing Bulls,Suzuka,2,253.46619479700533,94,94,32,10,6,0
Hamilton,Ferrari,Singapore,16,202.38513369994223,24,54,12,2,13,1
Russel,Mercedes,Monaco,0,322.06833794299905,44,47,55,2,7,0
Verstappen,Red Bull,Abu Dhabi,0,123.46170609838194,38,73,50,2,5,1
Bortoleto,Sauber,Melbourne,14,86.34625045112713,45,83,23,2,9,1
Leclerc,Ferrari,Suzuka,5,124.40397759652411,37,71,12,0,10,1
Verstappen,Red Bull,Abu Dhabi,18,84.20379559055328,55,86,38,11,4,1
Norris,McLaren,Suzuka,29,310.5021529318393,37,4,10,8,7,1
Albon,Williams,Mexico City,21,185.01020533320147,27,15,32,2,5,0
Tsunoda,Red Bull Racing,Abu Dhabi,21,138.6789628322198,48,8,4,5,20,1
Piastri,McLaren,Shanghai,18,119.83980946995986,0,40,63,0,3,1
Bortoleto,Sauber,Austin,1,252.0261795400353,50,87,63,3,7,0
Albon,Williams,Miami,1,127.78068161699274,69,71,18,8,19,1
Albon,Williams,Sakhir,10,108.61459570074689,14,6,55,4,16,1
Lawson,Racing Bulls,Spielberg,1,69.48305601058577,30,81,63,3,13,1
Alonso,Aston Martin,Spa,28,236.99937885563966,44,77,21,5,3,0
Ocon,Haas,Sao Paulo,13,140.35387646525706,59,93,13,9,12,1
Stroll,Aston Martin,Suzuka,6,291.7019623667331,74,78,33,3,11,0
Russel,Mercedes,Las Vegas,14,157.66616314243646,15,48,63,6,9,0
Piastri,McLaren,Abu Dhabi,0,51.132998315801984,26,71,22,6,18,1
Albon,Williams,Shanghai,10,241.39657264608527,15,26,30,3,20,0
Lawson,Racing Bulls,Spielberg,20,212.9435611369284,25,20,34,11,9,0
Stroll,Aston Martin,Imola,13,157.08845208140292,75,70,53,0,1,0
Bortoleto,Sauber,Melbourne,6,90.57586917319728,42,72,59,6,7,1
Hadjar,Racing Bulls,Spielberg,1,58.95443254697431,83,36,64,7,7,1
Gasly,Alpine,Baku,19,346.7006488381205,16,52,7,5,10,0
Hamilton,Ferrari,Singapore,26,282.5080522166464,81,89,54,2,6,0
Albon,Williams,Las Vegas,7,135.93177103508515,6,59,20,4,19,1
Lawson,Racing Bulls,Imola,14,117.2444837911364,18,44,62,1,6,1
Bearman,Haas,Spielberg,17,55.19732782048653,58,22,60,1,16,1
Bearman,Haas,Barcelona,8,261.53555119329417,49,25,58,9,16,1
Hamilton,Ferrari,Monaco,16,319.7483530276504,7,21,14,7,11,1
Leclerc,Ferrari,Singapore,15,346.74404943199096,6,69,14,9,18,1
Bortoleto,Sauber,Shanghai,17,249.68019429262023,59,44,54,6,10,0
Bortoleto,Sauber,Imola,11,129.19322585844895,13,41,34,4,3,1
Sainz,Williams,Abu Dhabi,24,187.38905768702034,1,9,36,11,15,1
Tsunoda,Red Bull Racing,Singapore,12,259.5511595359153,85,24,7,6,3,0
Stroll,Aston Martin,Zandvoort,3,184.00872594165364,45,52,39,11,6,0
Alonso,Aston Martin,Mexico City,22,316.20034257203906,81,80,47,2,2,0
Hadjar,Racing Bulls,Miami,19,92.24269733339985,63,30,38,8,16,1
Russel,Mercedes,Abu Dhabi,10,145.22197763763808,70,80,47,1,12,1
Hamilton,Ferrari,Miami,19,317.07392114658995,98,13,7,9,20,1
Hulkenberg,Sauber,Suzuka,25,114.6026605469577,66,60,15,4,13,1
Norris,McLaren,Suzuka,27,330.5783026496855,94,26,3,2,16,1
Verstappen,Red Bull,Lusail,3,327.3834835123234,50,22,57,1,17,0
Bortoleto,Sauber,Barcelona,29,302.04378949363075,86,49,28,9,19,1
Hulkenberg,Sauber,Austin,8,297.4604206578377,97,96,16,10,10,0
Colapinto,Alpine,Budapest,26,201.8428370981872,43,46,49,8,11,1
Bortoleto,Sauber,Barcelona,7,237.8059228071174,2,52,56,10,17,1
Norris,McLaren,Shanghai,27,249.79027102692555,62,90,32,8,5,1
Russel,Mercedes,Suzuka,2,341.6569973311408,82,60,21,7,10,0
Bortoleto,Sauber,Melbourne,28,214.53622398394495,50,3,35,3,16,1
Verstappen,Red Bull,Budapest,20,192.01431109487334,70,39,59,2,13,1
Leclerc,Ferrari,Spielberg,24,147.18524558314775,17,70,46,1,15,1
Leclerc,Ferrari,Monza,12,287.4219982661497,5,79,27,4,12,1
Hadjar,Racing Bulls,Singapore,5,348.16195224615615,33,58,30,11,3,0
Hulkenberg,Sauber,Abu Dhabi,10,262.1777485676487,88,70,21,5,4,0
Leclerc,Ferrari,Budapest,10,290.43747781079196,92,11,2,9,1,0
Bortoleto,Sauber,Shanghai,14,244.61334339561958,89,69,40,1,19,0
Bortoleto,Sauber,Zandvoort,26,136.3267959104774,46,71,1,10,5,1
Norris,McLaren,Montreal,24,259.27074533612813,54,98,7,7,1,0
Stroll,Aston Martin,Monaco,5,244.3670122826803,51,95,52,8,18,1
Stroll,Aston Martin,Austin,0,285.4446533852981,20,87,29,9,8,0
Stroll,Aston Martin,Singapore,14,219.5618111329662,10,7,4,10,12,1
Russel,Mercedes,Silverstone,19,280.0442147222918,86,30,47,6,5,0
Alonso,Aston Martin,Suzuka,13,122.40173556615595,11,74,48,6,7,1
Ocon,Haas,Austin,22,309.203998445848,76,13,63,1,19,1
Antonelli,Mercedes,Imola,20,181.63919223037954,25,10,5,7,20,1
Verstappen,Red Bull,Lusail,1,345.68871617410707,98,63,41,6,12,1
Hamilton,Ferrari,Baku,28,231.7875985914821,73,31,9,2,10,0
Hamilton,Ferrari,Shanghai,24,91.21402713306145,67,3,44,5,13,1
Tsunoda,Red Bull Racing,Imola,4,198.72070174031597,8,39,50,1,2,0
Ocon,Haas,Spielberg,19,260.88002734142765,30,24,42,7,4,0
Sainz,Williams,Sakhir,7,228.6246312223195,92,28,39,1,12,0
Stroll,Aston Martin,Zandvoort,26,107.79570524592262,82,92,51,6,6,1
Stroll,Aston Martin,Miami,29,196.97438442916513,93,7,52,6,20,1
Stroll,Aston Martin,Singapore,16,214.4458939107784,37,66,2,5,19,1
Alonso,Aston Martin,Spa,18,300.78950607639797,69,31,38,2,9,0
Piastri,McLaren,Silverstone,10,128.63327626806287,18,16,26,7,9,1
Stroll,Aston Martin,Shanghai,0,298.5439808087198,16,26,1,10,12,1
Bearman,Haas,Lusail,28,246.05235799694492,2,35,14,7,15,1
Colapinto,Alpine,Montreal,5,306.3059430076415,46,63,60,2,4,0
Hulkenberg,Sauber,Montreal,8,275.9318264594112,86,43,63,4,15,0
Sainz,Williams,Austin,27,330.1407020575988,83,78,4,0,8,0
Bortoleto,Sauber,Spa,22,80.63036042161441,96,13,32,3,10,1
Norris,McLaren,Shanghai,2,288.46529647222553,99,3,59,4,12,0
Piastri,McLaren,Jeddah,8,99.26499400796277,24,54,50,11,14,1
Hulkenberg,Sauber,Baku,1,155.51913639102426,73,69,10,8,7,0
Bortoleto,Sauber,Lusail,18,53.473121192835436,42,99,34,1,3,1
Gasly,Alpine,Budapest,12,260.3847935077205,85,95,60,5,7,0
Stroll,Aston Martin,Sao Paulo,2,125.9331264378998,5,78,10,2,9,1
Piastri,McLaren,Abu Dhabi,13,201.36562208806535,14,74,32,3,19,0
Alonso,Aston Martin,Sakhir,27,191.53879144366093,16,10,55,5,9,0
Bearman,Haas,Baku,29,219.9678159201889,46,69,43,5,14,1
Bortoleto,Sauber,Las Vegas,28,159.02795625166632,42,31,9,11,4,1
Colapinto,Alpine,Las Vegas,15,157.26510624755713,48,35,37,1,8,0
Lawson,Racing Bulls,Suzuka,16,348.03979432264225,32,51,18,3,10,0
Piastri,McLaren,Monza,14,175.64129655537738,8,63,47,6,16,1
Norris,McLaren,Suzuka,12,179.41341944211982,22,46,12,0,12,0
Albon,Williams,Monaco,15,68.33111704251543,62,6,58,10,16,1
Hamilton,Ferrari,Baku,23,175.78302292283914,21,27,45,0,19,1
Sainz,Williams,Spa,8,162.56364640894495,68,89,8,9,1,0
Lawson,Racing Bulls,Suzuka,27,149.36356790854924,58,34,54,11,16,1
Hadjar,Racing Bulls,Budapest,24,289.2085966562551,61,6,64,10,7,0
Tsunoda,Red Bull Racing,Spielberg,6,259.0838476685045,65,71,19,1,1,0
Ocon,Haas,Zandvoort,15,321.4164170413758,63,45,59,10,8,0
Sainz,Williams,Spa,21,274.17954131107933,81,46,59,8,2,0
Lawson,Racing Bulls,Monza,13,242.26532262542133,43,43,11,1,15,0
Antonelli,Mercedes,Las Vegas,17,167.87165475494157,59,2,55,8,11,1
Sainz,Williams,Lusail,9,341.8937414374881,23,75,14,7,7,0
Bortoleto,Sauber,Sakhir,13,86.9731748318576,79,9,16,2,1,1
Antonelli,Mercedes,Austin,22,74.06088682956023,97,6,44,6,7,1
Bearman,Haas,Baku,26,163.6604079832092,68,15,33,2,17,1
Hulkenberg,Sauber,Melbourne,13,179.39270692902454,63,23,17,11,18,1
Tsunoda,Red Bull Racing,Baku,4,306.38759730550424,88,19,23,0,6,0
Antonelli,Mercedes,Singapore,24,254.14669468000915,35,86,22,3,6,0
Ocon,Haas,Imola,18,120.91941802862803,55,26,18,5,1,1
Alonso,Aston Martin,Las Vegas,17,258.01293407119783,65,19,30,8,13,1
Albon,Williams,Montreal,11,338.03696634483714,45,21,36,11,17,1
Ocon,Haas,Monza,29,82.95215639131222,50,43,42,2,16,1
Piastri,McLaren,Austin,25,125.0722499093759,11,70,34,6,11,1
Ocon,Haas,Sakhir,8,307.29385798187656,85,55,48,5,1,0
Hadjar,Racing Bulls,Las Vegas,12,92.23150639821908,59,15,52,3,8,1
Verstappen,Red Bull,Barcelona,10,297.1759677476475,84,53,62,4,11,0
Stroll,Aston Martin,Zandvoort,1,83.32619429909808,71,95,52,5,17,1
Alonso,Aston Martin,Spa,3,230.49340218020632,5,12,59,4,20,0
Norris,McLaren,Jeddah,20,279.97181815552307,59,64,35,9,6,0
Sainz,Williams,Mexico City,9,63.74652806846461,95,40,39,9,15,1
Bortoleto,Sauber,Zandvoort,25,112.17899950168511,65,8,55,9,5,1
Sainz,Williams,Monza,4,126.89789652986971,65,12,56,8,5,1
Ocon,Haas,Baku,10,103.25563023912665,17,52,9,10,15,1
Stroll,Aston Martin,Silverstone,17,80.91954537229145,38,66,17,1,17,1
Gasly,Alpine,Spielberg,20,287.6435953873498,45,80,5,0,8,0
Sainz,Williams,Singapore,5,325.9531453765007,20,17,12,9,2,0
Hadjar,Racing Bulls,Baku,29,261.7175021115861,55,95,16,9,15,1
Albon,Williams,Mexico City,0,72.38385753969267,16,10,65,0,20,1
Alonso,Aston Martin,Monaco,8,259.42177157069744,69,88,48,5,5,0
Piastri,McLaren,Spielberg,1,198.71944042787715,90,47,53,10,1,0
Colapinto,Alpine,Montreal,4,266.17487778518245,22,86,17,1,6,0
Antonelli,Mercedes,Abu Dhabi,2,157.1179141594668,34,19,44,4,15,0
Colapinto,Alpine,Jeddah,23,236.07342770625357,11,36,27,4,8,0
Hamilton,Ferrari,Monza,28,50.90308739813951,2,60,3,5,16,1
Lawson,Racing Bulls,Las Vegas,8,135.736914481069,65,30,30,4,3,1
Bortoleto,Sauber,Sao Paulo,27,228.37864167085547,13,62,8,2,10,0
Hadjar,Racing Bulls,Lusail,8,218.4636107856892,1,33,6,2,5,0
Ocon,Haas,Sakhir,16,314.8603262091749,12,35,9,1,7,0
Antonelli,Mercedes,Suzuka,11,327.04259538031135,78,55,60,9,9,0
Stroll,Aston Martin,Lusail,7,165.5732151957518,19,88,32,9,9,0
Sainz,Williams,Singapore,25,260.3692289164596,40,85,53,11,1,0
Ocon,Haas,Austin,23,197.7184902614891,43,90,29,1,3,0
Antonelli,Mercedes,Suzuka,12,154.5692895523675,75,74,40,5,12,0
Russel,Mercedes,Mexico City,22,155.84850538077256,57,83,15,3,8,0
Albon,Williams,Budapest,22,171.0783318266647,41,77,60,1,12,1
Norris,McLaren,Spielberg,9,347.6418121811232,89,96,48,7,8,0
Colapinto,Alpine,Sakhir,10,89.6577044939303,68,19,47,7,8,1
Stroll,Aston Martin,Miami,27,71.83838510217586,55,60,65,10,5,1
Piastri,McLaren,Mexico City,3,164.67615488856578,32,28,2,2,18,0
Hadjar,Racing Bulls,Barcelona,3,298.47645418014986,92,17,58,11,7,0
Verstappen,Red Bull,Las Vegas,10,152.6099047013084,72,96,47,8,19,1
Lawson,Racing Bulls,Sakhir,10,147.25978714858138,23,51,47,11,2,1
Piastri,McLaren,Budapest,9,164.94431283405228,94,26,50,7,4,0
Bortoleto,Sauber,Barcelona,21,144.4016724978039,5,79,26,0,9,1
Hulkenberg,Sauber,Monaco,23,231.58809901063805,62,29,63,8,13,1
Stroll,Aston Martin,Monza,3,269.1554147762879,89,97,19,6,8,0
Antonelli,Mercedes,Shanghai,11,135.51590082495167,16,71,50,10,7,1
Colapinto,Alpine,Imola,5,181.15463826364194,43,27,63,11,13,1
Piastri,McLaren,Austin,0,344.9980698155511,6,42,46,3,5,0
Stroll,Aston Martin,Sakhir,15,325.3280764088215,75,88,53,2,20,0
Albon,Williams,Silverstone,20,268.25797686470463,19,52,60,5,4,0
Hadjar,Racing Bulls,Abu Dhabi,6,287.4999461847212,57,62,49,0,4,0
Hadjar,Racing Bulls,Sakhir,2,333.1482739751875,66,68,33,0,10,0
Albon,Williams,Montreal,29,301.1663952284278,47,42,56,3,6,0
Verstappen,Red Bull,Jeddah,16,333.50498771516925,5,59,39,7,18,1
Hamilton,Ferrari,Montreal,26,256.8282332108486,29,32,42,1,8,0
Norris,McLaren,Sao Paulo,2,61.10489483747915,21,2,58,11,9,1
Russel,Mercedes,Austin,6,349.3248081694726,76,42,32,8,5,0
Lawson,Racing Bulls,Barcelona,2,253.2717535026447,40,63,11,11,10,0
Alonso,Aston Martin,Sao Paulo,22,217.53270784113224,36,6,49,8,18,1
Tsunoda,Red Bull Racing,Austin,11,90.86141541489911,55,85,27,7,17,1
Leclerc,Ferrari,Monaco,20,130.41409300643525,7,71,11,6,16,1
Bearman,Haas,Miami,12,273.0610043137005,26,72,33,7,17,1
Stroll,Aston Martin,Las Vegas,29,289.33665334215095,58,89,46,0,13,1
Leclerc,Ferrari,Montreal,21,275.42421693792693,49,38,56,9,3,0
Russel,Mercedes,Budapest,9,244.64520291770023,50,93,44,1,6,0
Bearman,Haas,Monza,9,292.1270594034708,11,13,9,4,7,0
Colapinto,Alpine,Sao Paulo,8,349.55237937428853,23,85,46,10,10,0
Alonso,Aston Martin,Mexico City,1,191.89747323540388,15,10,46,11,5,0
